Name,Unnamed: 1,Unnamed: 2,Age,Lev,Tm, ,Opp,GS,W,L,SV,IP,H,R,ER,BB,SO,HR,HBP,GSc,AB,2B,3B,IBB,GDP,SF,SB,CS,PO,BF,Pit,Str,StL,StS,GB/FB,LD,PU,Date
Taj Bradley,gl,box,22,Maj-AL,Tampa Bay,@,Chicago,1,,1,,5.2,3,1,0,1,8,0,0,68,19,0,0,0,0,1,0,0,0,21,90,72%,16%,11%,33%,17%,17%,2023-05-29
Tyler Wells,gl,box,28,Maj-AL,Baltimore,,Cleveland,1,,1,,6.0,4,1,1,0,7,0,0,67,22,3,0,0,0,1,0,0,0,23,101,64%,13%,18%,38%,25%,19%,2023-05-29
Nathan Eovaldi,gl,box,33,Maj-AL,Texas,@,Detroit,1,1,,,5.0,4,0,0,3,4,0,0,60,18,0,0,0,1,0,0,0,0,21,95,60%,11%,12%,50%,36%,0%,2023-05-29
Griffin Canning,gl,box,27,Maj-AL,Los Angeles,@,Chicago,1,1,,,6.0,6,3,3,0,9,2,0,57,23,1,0,0,1,0,0,0,0,23,87,74%,16%,21%,43%,14%,0%,2023-05-29
Josh Staumont,gl,box,29,Maj-AL,Kansas City,@,St. Louis,1,,,,1.0,0,0,0,0,2,0,0,55,3,0,0,0,0,0,0,0,0,3,14,57%,14%,21%,0%,0%,0%,2023-05-29
Sonny Gray,gl,box,33,Maj-AL,Minnesota,@,Houston,1,,,,6.0,4,3,2,3,3,0,0,54,21,1,0,0,2,0,0,0,0,24,79,58%,15%,8%,56%,28%,6%,2023-05-29
Paul Blackburn,gl,box,29,Maj-AL,Oakland,,Atlanta,1,,,,4.0,4,1,1,2,6,0,0,54,16,1,0,0,0,0,0,0,0,18,81,63%,15%,12%,40%,30%,10%,2023-05-29
J.P. France,gl,box,28,Maj-AL,Houston,,Minnesota,1,,,,6.0,7,4,4,3,8,1,0,47,25,0,0,0,0,0,0,0,0,28,97,60%,18%,16%,59%,12%,0%,2023-05-29
Michael Kopech,gl,box,27,Maj-AL,Chicago,,Los Angeles,1,,1,,4.1,5,4,4,2,10,2,2,45,19,0,0,0,0,0,0,0,0,23,102,60%,14%,17%,22%,33%,11%,2023-05-29
Domingo Germán,gl,box,30,Maj-AL,New York,@,Seattle,1,1,,,6.1,7,4,4,3,4,1,1,44,25,0,0,0,1,0,1,0,0,29,83,66%,18%,11%,43%,19%,19%,2023-05-29
Matthew Boyd,gl,box,32,Maj-AL,Detroit,,Texas,1,,1,,6.0,5,5,5,4,5,1,0,43,22,1,0,0,0,0,0,1,1,26,87,57%,16%,11%,53%,18%,6%,2023-05-29
Bryce Miller,gl,box,24,Maj-AL,Seattle,,New York,1,,1,,4.2,11,8,8,0,3,2,1,13,24,5,0,0,0,0,1,0,1,25,86,67%,10%,8%,38%,24%,5%,2023-05-29
Marcus Stroman,gl,box,32,Maj-NL,Chicago,,Tampa Bay,1,1,,,9.0,1,0,0,1,8,0,1,92,27,0,0,0,1,0,1,0,0,29,105,69%,17%,18%,63%,5%,0%,2023-05-29
Bobby Miller,gl,box,24,Maj-NL,Los Angeles,,Washington,1,1,,,6.0,4,1,1,1,4,0,0,63,21,2,0,0,0,0,0,0,0,22,87,62%,18%,8%,47%,18%,12%,2023-05-29
Anthony DeSclafani,gl,box,33,Maj-NL,San Francisco,,Pittsburgh,1,1,,,7.0,8,3,3,0,2,1,0,51,27,4,1,0,1,0,0,0,0,27,74,65%,18%,5%,48%,16%,12%,2023-05-29
Michael Soroka,gl,box,25,Maj-NL,Atlanta,@,Oakland,1,,1,,6.0,5,4,4,2,3,1,2,47,22,0,0,0,1,0,0,0,0,26,83,66%,18%,13%,63%,11%,11%,2023-05-29
Trevor Williams,gl,box,31,Maj-NL,Washington,@,Los Angeles,1,,1,,5.0,6,6,0,3,3,1,0,43,20,1,0,0,1,1,1,0,0,24,90,61%,10%,11%,50%,17%,6%,2023-05-29
Adam Wainwright,gl,box,41,Maj-NL,St. Louis,,Kansas City,1,,1,,5.0,9,3,3,2,6,0,0,41,23,2,1,0,0,0,0,0,0,26,105,64%,19%,10%,39%,22%,17%,2023-05-29
Rich Hill,gl,box,43,Maj-NL,Pittsburgh,@,San Francisco,1,,1,,6.0,9,6,6,1,3,1,0,32,27,3,0,0,0,0,2,0,0,28,94,65%,16%,9%,25%,29%,17%,2023-05-29
Ryne Nelson,gl,box,25,Maj-NL,Arizona,,Colorado,1,1,,,5.0,8,5,5,3,1,1,0,29,21,1,1,0,1,0,0,0,0,24,87,60%,10%,3%,30%,30%,20%,2023-05-29
Karl Kauffmann,gl,box,25,Maj-NL,Colorado,@,Arizona,1,,1,,4.0,9,7,7,2,1,2,0,15,19,1,0,0,1,1,2,0,0,22,76,59%,16%,5%,37%,21%,0%,2023-05-29
Zack Greinke,gl,box,39,Maj-AL,Kansas City,@,St. Louis,1,,,,5.0,2,0,0,1,6,0,0,68,17,1,0,0,0,0,0,0,0,18,78,67%,15%,12%,36%,18%,0%,2023-05-30
Brandon Bielak,gl,box,27,Maj-AL,Houston,,Minnesota,1,1,,,5.2,3,1,1,3,6,0,0,62,20,1,0,0,1,0,0,0,0,23,91,57%,15%,12%,71%,21%,0%,2023-05-30
JP Sears,gl,box,27,Maj-AL,Oakland,,Atlanta,1,,,,6.0,4,1,1,1,2,1,0,61,20,1,0,0,1,0,0,1,1,21,90,66%,12%,13%,33%,22%,6%,2023-05-30
Shane McClanahan,gl,box,26,Maj-AL,Tampa Bay,@,Chicago,1,,1,,5.2,6,2,2,2,7,1,0,54,22,1,0,0,0,0,0,0,0,24,98,61%,12%,12%,20%,27%,13%,2023-05-30
Nestor Cortes,gl,box,28,Maj-AL,New York,@,Seattle,1,1,,,5.0,5,2,2,3,6,0,0,52,21,3,0,0,0,0,0,0,0,24,101,65%,14%,12%,27%,20%,20%,2023-05-30
Yusei Kikuchi,gl,box,32,Maj-AL,Toronto,,Milwaukee,1,1,,,5.0,3,2,2,5,4,1,0,52,17,0,0,0,1,0,0,0,0,22,98,56%,19%,8%,38%,31%,8%,2023-05-30
Brayan Bello,gl,box,24,Maj-AL,Boston,,Cincinnati,1,,1,,4.0,5,1,1,2,4,0,0,50,18,0,1,0,0,0,0,0,0,20,97,63%,14%,6%,64%,29%,0%,2023-05-30
Lucas Giolito,gl,box,28,Maj-AL,Chicago,,Los Angeles,1,1,,,5.0,4,3,3,2,5,2,0,50,18,0,0,0,0,1,0,0,0,21,97,66%,15%,16%,29%,43%,0%,2023-05-30
Kyle Gibson,gl,box,35,Maj-AL,Baltimore,,Cleveland,1,1,,,5.2,7,3,3,1,3,0,0,45,22,3,0,0,1,1,0,0,0,24,95,63%,16%,4%,45%,15%,5%,2023-05-30
Joe Ryan,gl,box,27,Maj-AL,Minnesota,@,Houston,1,,1,,4.0,4,5,5,3,6,2,0,37,15,0,0,0,0,1,0,0,0,19,88,64%,14%,15%,20%,10%,30%,2023-05-30
Alex Faedo,gl,box,27,Maj-AL,Detroit,,Texas,1,,1,,4.1,7,6,6,1,4,0,0,28,20,4,0,0,0,0,0,0,0,21,73,68%,12%,10%,50%,38%,0%,2023-05-30
Logan Gilbert,gl,box,26,Maj-AL,Seattle,,New York,1,,1,,4.0,7,7,5,1,4,2,0,27,19,0,0,0,0,1,0,0,0,21,90,68%,12%,9%,25%,31%,0%,2023-05-30
Tyler Anderson,gl,box,33,Maj-AL,Los Angeles,@,Chicago,1,,1,,4.0,6,6,6,2,3,0,0,27,15,4,0,0,0,1,1,0,0,19,86,67%,10%,16%,43%,36%,0%,2023-05-30
Martín Pérez,gl,box,32,Maj-AL,Texas,@,Detroit,1,,,,4.2,7,6,6,4,3,2,0,25,20,2,0,0,0,1,0,0,0,25,87,61%,15%,5%,39%,33%,0%,2023-05-30
Cal Quantrill,gl,box,28,Maj-AL,Cleveland,@,Baltimore,1,,1,,4.1,8,8,8,2,3,0,1,16,19,2,1,0,1,1,0,0,0,23,85,66%,14%,12%,29%,53%,6%,2023-05-30
Miles Mikolas,gl,box,34,Maj-NL,St. Louis,,Kansas City,1,1,,,8.0,3,0,0,1,10,0,1,85,26,0,0,0,0,0,0,0,0,28,102,65%,25%,10%,44%,25%,0%,2023-05-30
Kodai Senga,gl,box,30,Maj-NL,New York,,Philadelphia,1,1,,,7.0,1,0,0,0,9,0,0,84,22,0,0,0,0,0,0,0,0,22,100,66%,8%,22%,23%,8%,15%,2023-05-30
Zac Gallen,gl,box,27,Maj-NL,Arizona,,Colorado,1,1,,,6.0,5,0,0,2,7,0,0,67,22,3,0,0,1,0,0,0,0,24,90,63%,14%,12%,20%,53%,7%,2023-05-30
Bryce Elder,gl,box,24,Maj-NL,Atlanta,@,Oakland,1,,,,7.1,5,1,1,3,5,0,0,66,25,0,0,0,2,0,0,0,0,28,95,66%,17%,13%,70%,10%,10%,2023-05-30
Ben Lively,gl,box,31,Maj-NL,Cincinnati,@,Boston,1,1,,,5.2,4,0,0,2,6,0,0,65,20,2,0,0,0,0,0,0,0,22,87,68%,17%,9%,36%,29%,0%,2023-05-30
Tony Gonsolin,gl,box,29,Maj-NL,Los Angeles,,Washington,1,1,,,6.0,3,1,1,2,2,0,1,62,21,0,0,0,0,0,0,0,0,24,71,63%,14%,3%,42%,26%,0%,2023-05-30
Ranger Suárez,gl,box,27,Maj-NL,Philadelphia,@,New York,1,,1,,6.2,5,2,2,2,4,1,0,58,23,0,0,0,1,0,1,0,0,26,99,61%,20%,7%,55%,20%,0%,2023-05-30
Johan Oviedo,gl,box,25,Maj-NL,Pittsburgh,@,San Francisco,1,,,,4.1,3,1,1,5,5,0,0,53,15,1,0,0,1,0,0,0,0,20,92,58%,14%,13%,60%,0%,20%,2023-05-30
Kyle Hendricks,gl,box,33,Maj-NL,Chicago,,Tampa Bay,1,,,,5.0,6,1,1,3,3,0,0,51,19,0,0,0,1,0,2,0,0,22,75,61%,13%,9%,31%,44%,13%,2023-05-30
John Brebbia,gl,box,33,Maj-NL,San Francisco,,Pittsburgh,1,,,,0.2,1,1,1,0,1,1,0,47,3,0,0,0,0,0,0,0,0,3,15,67%,13%,20%,0%,50%,0%,2023-05-30
Sandy Alcantara,gl,box,27,Maj-NL,Miami,,San Diego,1,,,,6.1,5,4,4,5,3,0,0,45,24,1,0,0,0,0,2,0,0,29,93,61%,19%,9%,33%,29%,10%,2023-05-30
Jake Irvin,gl,box,26,Maj-NL,Washington,@,Los Angeles,1,,1,,5.0,8,4,4,1,3,1,0,37,22,1,0,0,0,1,0,0,0,24,94,65%,16%,10%,30%,20%,10%,2023-05-30
Ryan Weathers,gl,box,23,Maj-NL,San Diego,@,Miami,1,,,,4.0,7,3,3,3,4,1,0,37,18,0,0,0,1,0,0,0,0,21,96,61%,16%,10%,57%,7%,0%,2023-05-30
Kyle Freeland,gl,box,30,Maj-NL,Colorado,@,Arizona,1,,1,,5.2,6,5,5,3,1,3,0,35,21,0,0,0,1,1,4,0,0,25,94,61%,18%,4%,43%,19%,0%,2023-05-30
Adrian Houser,gl,box,30,Maj-NL,Milwaukee,@,Toronto,1,,1,,4.1,11,7,6,3,3,0,0,15,24,1,0,0,0,0,0,1,1,27,95,60%,15%,6%,52%,24%,0%,2023-05-30
George Kirby,gl,box,25,Maj-AL,Seattle,,New York,1,,,,8.0,3,0,0,0,7,0,0,83,25,0,0,0,0,0,0,1,0,26,95,71%,23%,9%,58%,21%,5%,2023-05-31
Louie Varland,gl,box,25,Maj-AL,Minnesota,@,Houston,1,1,,,7.0,4,0,0,1,5,0,0,73,24,0,0,0,1,0,0,0,0,25,86,77%,16%,15%,74%,5%,0%,2023-05-31
Clarke Schmidt,gl,box,27,Maj-AL,New York,@,Seattle,1,,,,5.2,3,0,0,1,7,0,0,69,20,0,0,0,0,0,1,0,0,21,84,70%,17%,17%,62%,23%,0%,2023-05-31
James Paxton,gl,box,34,Maj-AL,Boston,,Cincinnati,1,,,,5.0,4,1,1,1,8,0,0,62,19,2,0,0,0,0,0,0,0,20,100,68%,12%,19%,27%,18%,9%,2023-05-31
Jaime Barria,gl,box,26,Maj-AL,Los Angeles,@,Chicago,1,1,,,5.0,4,1,1,3,6,0,0,58,18,0,0,0,0,1,0,0,0,22,90,61%,19%,14%,62%,15%,0%,2023-05-31
Zach Eflin,gl,box,29,Maj-AL,Tampa Bay,@,Chicago,1,,,,6.0,4,3,3,1,5,0,0,56,21,1,0,0,0,0,2,2,0,22,90,61%,16%,11%,69%,25%,0%,2023-05-31
Joey Wentz,gl,box,25,Maj-AL,Detroit,,Texas,1,,,,4.1,7,1,1,1,5,0,0,49,20,3,0,0,0,0,0,0,0,21,82,61%,9%,12%,27%,53%,7%,2023-05-31
Alek Manoah,gl,box,25,Maj-AL,Toronto,,Milwaukee,1,,1,,4.0,3,2,2,3,2,1,0,47,15,1,0,0,0,0,0,0,0,18,89,66%,20%,8%,23%,15%,15%,2023-05-31
Dane Dunning,gl,box,28,Maj-AL,Texas,@,Detroit,1,,1,,5.0,7,3,3,1,6,0,0,46,23,1,0,0,0,0,0,0,0,24,98,69%,22%,7%,35%,47%,0%,2023-05-31
Keegan Akin,gl,box,28,Maj-AL,Baltimore,,Cleveland,1,,,,1.0,2,1,1,0,1,0,0,46,5,1,0,0,0,0,0,0,0,5,25,80%,20%,8%,50%,25%,0%,2023-05-31
James Kaprielian,gl,box,29,Maj-AL,Oakland,,Atlanta,1,,1,,4.2,5,3,3,1,4,1,1,45,19,1,0,1,0,0,0,0,0,21,77,78%,9%,19%,27%,33%,20%,2023-05-31
Hunter Brown,gl,box,24,Maj-AL,Houston,,Minnesota,1,,1,,4.2,6,5,5,2,8,0,0,38,20,0,0,0,0,0,0,0,0,22,102,69%,17%,11%,50%,33%,8%,2023-05-31
Shane Bieber,gl,box,28,Maj-AL,Cleveland,@,Baltimore,1,,,,4.0,8,7,7,2,4,1,0,20,20,3,0,0,0,0,0,0,0,22,82,62%,22%,9%,56%,19%,6%,2023-05-31
Lance Lynn,gl,box,36,Maj-AL,Chicago,,Los Angeles,1,,1,,4.0,8,8,8,2,4,3,2,16,19,2,0,0,0,0,0,1,0,23,89,57%,7%,10%,40%,13%,0%,2023-05-31
Tommy Henry,gl,box,25,Maj-NL,Arizona,,Colorado,1,1,,,7.0,2,0,0,2,7,0,0,78,22,1,0,0,2,0,0,0,0,24,95,66%,18%,12%,67%,13%,0%,2023-05-31
Blake Snell,gl,box,30,Maj-NL,San Diego,@,Miami,1,,,,6.0,3,0,0,3,7,0,0,70,19,0,0,0,2,0,0,0,0,22,97,62%,18%,11%,50%,25%,8%,2023-05-31
Braxton Garrett,gl,box,25,Maj-NL,Miami,,San Diego,1,,,,5.1,2,1,1,1,7,1,0,66,18,0,0,0,0,0,1,0,1,19,79,71%,24%,15%,82%,9%,0%,2023-05-31
Julio Teheran,gl,box,32,Maj-NL,Milwaukee,@,Toronto,1,1,,,6.0,4,1,0,0,0,0,0,62,22,2,1,0,1,0,0,0,0,22,79,66%,14%,4%,41%,18%,5%,2023-05-31
Justin Steele,gl,box,27,Maj-NL,Chicago,,Tampa Bay,1,,,,3.0,0,0,0,0,1,0,0,60,9,0,0,0,0,0,0,0,0,9,29,66%,14%,10%,63%,13%,13%,2023-05-31
Carlos Carrasco,gl,box,36,Maj-NL,New York,,Philadelphia,1,1,,,6.0,6,1,1,1,4,1,0,59,23,1,0,0,0,0,0,0,0,24,82,63%,16%,9%,47%,32%,0%,2023-05-31
Jared Shuster,gl,box,24,Maj-NL,Atlanta,@,Oakland,1,1,,,5.1,3,2,2,4,1,0,0,51,18,1,0,0,1,0,1,1,0,22,68,57%,18%,3%,41%,18%,29%,2023-05-31
Aaron Nola,gl,box,30,Maj-NL,Philadelphia,@,New York,1,,1,,6.0,4,4,4,3,5,1,0,50,22,0,0,0,0,0,0,0,0,25,103,63%,17%,11%,24%,18%,35%,2023-05-31
Luke Weaver,gl,box,29,Maj-NL,Cincinnati,@,Boston,1,,,,5.2,7,3,3,0,5,2,0,48,23,2,0,0,1,0,0,0,0,23,97,67%,22%,10%,33%,28%,6%,2023-05-31
Mitch Keller,gl,box,27,Maj-NL,Pittsburgh,@,San Francisco,1,1,,,6.0,10,4,4,1,8,0,0,43,25,1,1,0,2,1,0,0,0,27,102,74%,21%,13%,44%,22%,11%,2023-05-31
Patrick Corbin,gl,box,33,Maj-NL,Washington,@,Los Angeles,1,,,,5.0,7,4,3,4,2,2,0,37,21,1,0,0,2,0,2,0,0,25,88,57%,20%,5%,26%,37%,5%,2023-05-31
Noah Syndergaard,gl,box,30,Maj-NL,Los Angeles,,Washington,1,,,,5.0,7,5,5,2,2,3,1,33,21,1,0,0,1,0,1,0,0,24,96,59%,18%,1%,58%,11%,5%,2023-05-31
Dinelson Lamet,gl,box,30,Maj-NL,Colorado,@,Arizona,1,,1,,3.0,7,5,5,0,4,0,0,29,16,1,0,0,0,0,1,0,0,16,71,68%,14%,6%,67%,8%,8%,2023-05-31
Alex Wood,gl,box,32,Maj-NL,San Francisco,,Pittsburgh,1,,1,,4.1,8,6,6,3,4,0,2,24,18,3,1,0,0,0,1,0,0,24,94,59%,18%,12%,60%,33%,7%,2023-05-31
Martín Pérez,gl,box,32,Maj-AL,Texas,,St. Louis,1,,,,7.0,3,1,0,1,5,0,0,73,24,0,0,0,1,0,1,0,0,25,88,67%,24%,10%,32%,26%,5%,2023-06-05
Shane McClanahan,gl,box,26,Maj-AL,Tampa Bay,@,Boston,1,1,,,6.0,5,1,1,2,5,1,0,61,21,1,0,0,2,0,0,0,0,23,92,70%,18%,14%,56%,25%,13%,2023-06-05
Carlos Hernández,gl,box,26,Maj-AL,Kansas City,@,Miami,1,,,,2.0,0,0,0,0,3,0,0,59,6,0,0,0,0,0,0,0,0,6,23,83%,13%,26%,33%,33%,0%,2023-06-05
JP Sears,gl,box,27,Maj-AL,Oakland,@,Pittsburgh,1,,,,4.2,2,1,1,5,6,0,0,57,16,1,0,0,0,0,3,0,0,21,112,60%,17%,13%,20%,30%,20%,2023-06-05
Brayan Bello,gl,box,24,Maj-AL,Boston,,Tampa Bay,1,,1,,6.0,6,3,3,1,5,0,0,52,25,1,0,0,0,0,0,0,0,26,100,66%,15%,11%,45%,0%,15%,2023-06-05
Brandon Bielak,gl,box,27,Maj-AL,Houston,@,Toronto,1,1,,,6.2,10,3,3,1,2,1,1,43,28,2,0,0,2,0,1,0,0,30,106,63%,15%,5%,46%,31%,4%,2023-06-05
Joey Wentz,gl,box,25,Maj-AL,Detroit,@,Philadelphia,1,,1,,4.2,7,5,5,5,4,2,0,29,19,1,0,0,0,0,0,1,0,24,105,56%,14%,13%,47%,20%,7%,2023-06-05
Alek Manoah,gl,box,25,Maj-AL,Toronto,,Houston,1,,1,,0.1,7,6,6,1,0,1,0,12,8,0,0,0,0,0,0,0,0,9,38,58%,13%,8%,25%,50%,0%,2023-06-05
Aaron Nola,gl,box,30,Maj-NL,Philadelphia,,Detroit,1,1,,,7.0,1,3,0,3,12,1,0,78,21,0,0,0,1,0,0,1,1,24,110,64%,16%,19%,56%,22%,11%,2023-06-05
Blake Snell,gl,box,30,Maj-NL,San Diego,,Chicago,1,1,,,6.0,2,0,0,3,8,0,0,73,20,0,0,0,0,0,0,0,0,23,109,61%,12%,16%,50%,8%,0%,2023-06-05
Andrew Abbott,gl,box,24,Maj-NL,Cincinnati,,Milwaukee,1,1,,,6.0,1,0,0,4,6,0,0,72,19,1,0,0,0,0,0,0,0,23,105,61%,14%,8%,31%,23%,0%,2023-06-05
Johan Oviedo,gl,box,25,Maj-NL,Pittsburgh,,Oakland,1,,,,7.0,4,3,2,2,5,0,2,62,23,1,0,0,0,1,1,0,0,29,100,59%,21%,9%,37%,42%,0%,2023-06-05
Julio Teheran,gl,box,32,Maj-NL,Milwaukee,@,Cincinnati,1,,1,,6.1,6,2,2,1,5,2,0,57,22,1,0,0,1,0,0,1,0,23,86,70%,22%,6%,53%,6%,6%,2023-06-05
Kyle Hendricks,gl,box,33,Maj-NL,Chicago,@,San Diego,1,,1,,6.0,6,4,4,0,4,1,0,48,24,3,0,0,0,0,0,0,0,24,84,64%,20%,7%,35%,15%,20%,2023-06-05
Braxton Garrett,gl,box,25,Maj-NL,Miami,,Kansas City,1,1,,,5.0,6,4,4,0,6,1,0,45,21,1,0,0,0,0,2,0,0,21,75,71%,17%,23%,40%,33%,0%,2023-06-05
Adam Wainwright,gl,box,41,Maj-NL,St. Louis,@,Texas,1,,,,5.1,8,3,3,2,3,0,0,41,24,2,0,0,0,0,0,0,0,26,106,60%,14%,8%,38%,43%,0%,2023-06-05
Kevin Gausman,gl,box,32,Maj-AL,Toronto,,Houston,1,1,,,7.0,4,1,1,0,13,1,0,78,25,0,0,0,0,0,2,0,0,25,101,65%,19%,17%,33%,42%,0%,2023-06-06
Lucas Giolito,gl,box,28,Maj-AL,Chicago,@,New York,1,1,,,6.0,0,0,0,3,7,0,0,76,18,0,0,0,0,0,1,0,0,21,100,58%,22%,8%,36%,9%,18%,2023-06-06
Zach Eflin,gl,box,29,Maj-AL,Tampa Bay,,Minnesota,1,1,,,6.2,3,0,0,1,9,0,0,76,23,1,0,0,0,0,0,0,0,24,101,65%,20%,9%,50%,21%,14%,2023-06-06
Logan Gilbert,gl,box,26,Maj-AL,Seattle,@,San Diego,1,1,,,7.0,3,1,1,2,6,0,0,71,23,3,0,0,0,0,0,0,0,26,97,63%,16%,9%,50%,17%,6%,2023-06-06
James Paxton,gl,box,34,Maj-AL,Boston,@,Cleveland,1,1,,,7.0,6,2,2,2,9,0,0,64,27,3,0,0,0,0,0,0,0,29,106,67%,14%,24%,33%,33%,11%,2023-06-06
Shane Bieber,gl,box,28,Maj-AL,Cleveland,,Boston,1,,,,5.2,5,1,1,1,2,0,0,56,23,2,0,0,0,0,0,0,0,24,96,65%,16%,9%,43%,29%,5%,2023-06-06
Hunter Brown,gl,box,24,Maj-AL,Houston,@,Toronto,1,,1,,6.0,3,3,3,3,5,2,0,56,21,1,0,0,0,0,0,0,0,24,96,59%,17%,4%,63%,6%,0%,2023-06-06
Tyler Alexander,gl,box,28,Maj-AL,Detroit,@,Philadelphia,1,,1,,3.0,1,1,1,0,3,1,0,56,10,0,0,0,0,0,0,0,0,10,45,69%,18%,9%,43%,0%,0%,2023-06-06
Kyle Gibson,gl,box,35,Maj-AL,Baltimore,@,Milwaukee,1,,,,5.0,5,2,2,2,7,0,1,54,20,2,1,0,0,0,0,0,0,23,96,60%,22%,13%,31%,46%,0%,2023-06-06
James Kaprielian,gl,box,29,Maj-AL,Oakland,@,Pittsburgh,1,1,,,6.0,4,2,1,5,1,0,0,54,23,1,0,0,0,0,1,0,0,28,104,54%,12%,7%,32%,36%,5%,2023-06-06
Clarke Schmidt,gl,box,27,Maj-AL,New York,,Chicago,1,,1,,6.0,6,3,3,0,1,2,1,49,21,0,0,0,3,0,0,0,0,22,79,66%,24%,6%,65%,5%,10%,2023-06-06
Tyler Anderson,gl,box,33,Maj-AL,Los Angeles,,Chicago,1,1,,,5.0,5,4,4,3,5,0,0,43,20,2,0,0,0,0,0,0,0,23,94,62%,14%,7%,33%,20%,20%,2023-06-06
Zack Greinke,gl,box,39,Maj-AL,Kansas City,@,Miami,1,,1,,4.1,4,5,5,0,3,1,0,38,19,0,0,0,0,0,0,0,0,19,77,58%,16%,4%,50%,25%,0%,2023-06-06
Dane Dunning,gl,box,28,Maj-AL,Texas,,St. Louis,1,1,,,5.2,7,4,4,2,1,3,1,38,24,0,0,0,1,0,0,0,0,27,98,60%,10%,9%,43%,17%,4%,2023-06-06
Louie Varland,gl,box,25,Maj-AL,Minnesota,@,Tampa Bay,1,,1,,6.0,6,7,7,4,5,2,0,33,23,0,1,0,0,0,0,0,0,28,90,64%,18%,11%,42%,21%,5%,2023-06-06
Taijuan Walker,gl,box,30,Maj-NL,Philadelphia,,Detroit,1,1,,,7.0,2,0,0,3,8,0,0,78,23,1,0,0,0,0,0,0,0,26,91,60%,16%,12%,27%,27%,7%,2023-06-06
Jesús Luzardo,gl,box,25,Maj-NL,Miami,,Kansas City,1,1,,,7.0,2,1,1,0,8,0,0,77,22,1,0,0,1,0,0,0,0,22,86,72%,19%,16%,71%,14%,0%,2023-06-06
Joe Musgrove,gl,box,30,Maj-NL,San Diego,,Seattle,1,,,,5.0,4,1,1,1,8,0,0,62,19,0,0,0,0,0,0,0,0,20,102,67%,16%,13%,64%,18%,0%,2023-06-06
Freddy Peralta,gl,box,27,Maj-NL,Milwaukee,,Baltimore,1,,,,5.0,6,2,2,0,9,1,0,56,21,2,0,0,0,0,0,0,0,21,98,64%,18%,19%,50%,17%,8%,2023-06-06
Bryce Elder,gl,box,24,Maj-NL,Atlanta,,New York,1,1,,,6.0,4,4,4,2,8,2,0,54,21,0,0,0,1,0,0,0,0,23,101,62%,17%,11%,23%,15%,0%,2023-06-06
Hayden Wesneski,gl,box,25,Maj-NL,Chicago,@,Los Angeles,1,,,,4.2,2,4,2,1,4,1,1,51,17,1,0,0,0,0,0,0,0,19,73,63%,15%,3%,38%,23%,0%,2023-06-06
John Brebbia,gl,box,33,Maj-NL,San Francisco,@,Colorado,1,,,,1.0,2,0,0,1,0,0,0,48,5,1,0,0,0,0,0,0,0,6,26,54%,12%,4%,20%,40%,0%,2023-06-06
Tony Gonsolin,gl,box,29,Maj-NL,Los Angeles,@,Cincinnati,1,,,,5.0,5,4,3,3,5,0,1,45,21,1,0,0,0,0,0,0,0,25,92,63%,22%,8%,25%,31%,25%,2023-06-06
Carlos Carrasco,gl,box,36,Maj-NL,New York,@,Atlanta,1,,,,5.0,6,4,4,2,4,1,1,41,19,2,0,0,2,0,0,0,0,22,86,60%,5%,14%,53%,27%,7%,2023-06-06
Dinelson Lamet,gl,box,30,Maj-NL,Colorado,,San Francisco,1,,1,,3.0,6,3,3,2,4,0,1,37,15,4,1,0,0,0,0,0,0,18,83,55%,17%,7%,18%,36%,18%,2023-06-06
Jake Irvin,gl,box,26,Maj-NL,Washington,,Arizona,1,,,,4.0,5,4,4,3,1,0,1,34,17,0,0,0,0,0,1,0,0,21,83,71%,20%,4%,50%,19%,13%,2023-06-06
Tommy Henry,gl,box,25,Maj-NL,Arizona,@,Washington,1,,,,4.1,5,5,5,3,2,2,1,32,18,1,0,0,0,0,1,0,0,22,81,59%,17%,6%,38%,31%,13%,2023-06-06
Matthew Liberatore,gl,box,23,Maj-NL,St. Louis,@,Texas,1,,1,,4.0,7,5,4,2,2,1,0,30,19,2,0,0,0,0,0,0,0,21,85,55%,14%,7%,35%,41%,6%,2023-06-06
Mitch Keller,gl,box,27,Maj-NL,Pittsburgh,,Oakland,1,,1,,5.1,8,5,5,4,1,1,0,29,22,2,0,0,2,0,0,0,0,26,101,58%,17%,3%,62%,24%,0%,2023-06-06
Luke Weaver,gl,box,29,Maj-NL,Cincinnati,,Los Angeles,1,,,,3.2,6,7,7,2,4,1,0,23,16,1,0,0,0,1,0,0,0,19,86,60%,15%,2%,23%,46%,0%,2023-06-06
Randy Vásquez,gl,box,24,Maj-AL,New York,,Chicago,1,1,,,5.2,2,0,0,1,3,0,1,67,19,0,0,0,0,0,0,0,0,21,86,63%,9%,5%,50%,19%,25%,2023-06-08
Reid Detmers,gl,box,23,Maj-AL,Los Angeles,,Chicago,1,1,,,5.2,5,1,1,2,8,0,0,61,21,2,0,0,1,0,1,0,0,23,99,61%,15%,9%,23%,62%,8%,2023-06-08
Yonny Chirinos,gl,box,29,Maj-AL,Tampa Bay,,Minnesota,1,1,,,5.2,5,1,1,0,4,1,0,59,22,1,0,0,0,0,0,0,0,22,65,69%,11%,9%,22%,33%,0%,2023-06-08
